id,title,url,locator,revision,accessed_on,kind,scope,limitations
evidence:software-ollama-task-embedding,Ollama — task-embedding,https://github.com/ollama/ollama/blob/v0.34.0/docs/api.md,"docs/api.md; matching lines 1692, 1812",v0.34.0,2026-09-15,publisher-report,task-embedding؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-ollama-streaming,Ollama — streaming,https://github.com/ollama/ollama/blob/v0.34.0/docs/api.md,docs/api.md; matching lines 30,v0.34.0,2026-09-15,publisher-report,streaming؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-ollama-structured-output,Ollama — structured-output,https://github.com/ollama/ollama/blob/v0.34.0/docs/api.md,"docs/api.md; matching lines 52, 63, 511, 526",v0.34.0,2026-09-15,publisher-report,structured-output؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-ollama-tool-use,Ollama — tool-use,https://github.com/ollama/ollama/blob/v0.34.0/docs/api.md,"docs/api.md; matching lines 497, 506, 518, 520, 585, 598, 705, 718, 881, 916, 1039, 1053",v0.34.0,2026-09-15,publisher-report,tool-use؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-ollama-queueing,Ollama — queueing,https://github.com/ollama/ollama/blob/v0.34.0/docs/faq.mdx,"docs/faq.mdx; matching lines 322, 336",v0.34.0,2026-09-15,publisher-report,queueing؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-ollama-concurrency,Ollama — concurrency,https://github.com/ollama/ollama/blob/v0.34.0/docs/faq.mdx,docs/faq.mdx; matching lines 335,v0.34.0,2026-09-15,publisher-report,concurrency؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-ollama-multi-model,Ollama — multi-model,https://github.com/ollama/ollama/blob/v0.34.0/docs/faq.mdx,docs/faq.mdx; matching lines 334,v0.34.0,2026-09-15,publisher-report,multi-model؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-ollama-model-load-unload,Ollama — model-load-unload,https://github.com/ollama/ollama/blob/v0.34.0/docs/faq.mdx,"docs/faq.mdx; matching lines 297, 307, 313, 316, 318",v0.34.0,2026-09-15,publisher-report,model-load-unload؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-ollama-cpu-gpu-offload,Ollama — cpu-gpu-offload,https://github.com/ollama/ollama/blob/v0.34.0/docs/faq.mdx,docs/faq.mdx; matching lines 73,v0.34.0,2026-09-15,publisher-report,cpu-gpu-offload؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-ollama-multi-gpu-sharding,Ollama — multi-gpu-sharding,https://github.com/ollama/ollama/blob/v0.34.0/docs/faq.mdx,docs/faq.mdx; matching lines 342,v0.34.0,2026-09-15,publisher-report,multi-gpu-sharding؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:api-ollama-api-generate-text-generation,Ollama — /api/generate,https://github.com/ollama/ollama/blob/v0.34.0/docs/api.md,"docs/api.md; matching lines 37, 79, 135, 167, 202, 251, 303, 336, 351, 384, 440, 465",v0.34.0,2026-09-15,publisher-report,/api/generate / text generation؛ فقط همین endpoint و قابلیت.,تطابق کامل همهٔ پارامترها و رفتار API ادعا نشده؛ test قراردادی اجرا نشده است.
evidence:api-ollama-api-chat-chat,Ollama — /api/chat,https://github.com/ollama/ollama/blob/v0.34.0/docs/api.md,"docs/api.md; matching lines 488, 537, 590, 673, 710, 777, 830, 886, 966, 1004, 1044, 1119",v0.34.0,2026-09-15,publisher-report,/api/chat / chat؛ فقط همین endpoint و قابلیت.,تطابق کامل همهٔ پارامترها و رفتار API ادعا نشده؛ test قراردادی اجرا نشده است.
evidence:api-ollama-api-embed-embeddings,Ollama — /api/embed,https://github.com/ollama/ollama/blob/v0.34.0/docs/api.md,"docs/api.md; matching lines 1692, 1714, 1740, 1809, 1812, 1832",v0.34.0,2026-09-15,publisher-report,/api/embed / embeddings؛ فقط همین endpoint و قابلیت.,تطابق کامل همهٔ پارامترها و رفتار API ادعا نشده؛ test قراردادی اجرا نشده است.
evidence:software-vllm-task-generation,vLLM — task-generation,https://github.com/vllm-project/vllm/blob/v0.29.0/README.md,README.md; matching lines 24,v0.29.0,2026-09-15,publisher-report,task-generation؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-vllm-continuous-batching,vLLM — continuous-batching,https://github.com/vllm-project/vllm/blob/v0.29.0/README.md,README.md; matching lines 32,v0.29.0,2026-09-15,publisher-report,continuous-batching؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-vllm-prefix-caching,vLLM — prefix-caching,https://github.com/vllm-project/vllm/blob/v0.29.0/README.md,README.md; matching lines 32,v0.29.0,2026-09-15,publisher-report,prefix-caching؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-vllm-speculative-decoding,vLLM — speculative-decoding,https://github.com/vllm-project/vllm/blob/v0.29.0/README.md,README.md; matching lines 37,v0.29.0,2026-09-15,publisher-report,speculative-decoding؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-vllm-multi-gpu-sharding,vLLM — multi-gpu-sharding,https://github.com/vllm-project/vllm/blob/v0.29.0/README.md,README.md; matching lines 45,v0.29.0,2026-09-15,publisher-report,multi-gpu-sharding؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-vllm-streaming,vLLM — streaming,https://github.com/vllm-project/vllm/blob/v0.29.0/README.md,README.md; matching lines 46,v0.29.0,2026-09-15,publisher-report,streaming؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-vllm-structured-output,vLLM — structured-output,https://github.com/vllm-project/vllm/blob/v0.29.0/README.md,README.md; matching lines 47,v0.29.0,2026-09-15,publisher-report,structured-output؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-vllm-tool-use,vLLM — tool-use,https://github.com/vllm-project/vllm/blob/v0.29.0/README.md,README.md; matching lines 48,v0.29.0,2026-09-15,publisher-report,tool-use؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-vllm-parser-selection,vLLM — parser-selection,https://github.com/vllm-project/vllm/blob/v0.29.0/README.md,README.md; matching lines 48,v0.29.0,2026-09-15,publisher-report,parser-selection؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-sglang-task-generation,SGLang — task-generation,https://github.com/sgl-project/sglang/blob/v0.5.19/README.md,"README.md; matching lines 31, 32, 50, 52, 59, 66, 87",v0.5.19,2026-09-15,publisher-report,task-generation؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-sglang-task-embedding,SGLang — task-embedding,https://github.com/sgl-project/sglang/blob/v0.5.19/README.md,README.md; matching lines 70,v0.5.19,2026-09-15,publisher-report,task-embedding؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-sglang-continuous-batching,SGLang — continuous-batching,https://github.com/sgl-project/sglang/blob/v0.5.19/README.md,README.md; matching lines 69,v0.5.19,2026-09-15,publisher-report,continuous-batching؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-sglang-prefix-caching,SGLang — prefix-caching,https://github.com/sgl-project/sglang/blob/v0.5.19/README.md,README.md; matching lines 69,v0.5.19,2026-09-15,publisher-report,prefix-caching؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-sglang-speculative-decoding,SGLang — speculative-decoding,https://github.com/sgl-project/sglang/blob/v0.5.19/README.md,"README.md; matching lines 29, 69",v0.5.19,2026-09-15,publisher-report,speculative-decoding؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-sglang-multi-gpu-sharding,SGLang — multi-gpu-sharding,https://github.com/sgl-project/sglang/blob/v0.5.19/README.md,README.md; matching lines 69,v0.5.19,2026-09-15,publisher-report,multi-gpu-sharding؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-sglang-structured-output,SGLang — structured-output,https://github.com/sgl-project/sglang/blob/v0.5.19/README.md,"README.md; matching lines 54, 69",v0.5.19,2026-09-15,publisher-report,structured-output؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-llama-cpp-task-generation,llama.cpp / llama-server — task-generation,https://github.com/ggml-org/llama.cpp/blob/v0.4.1/tools/server/README.md,tools/server/README.md; matching lines 8,v0.4.1,2026-09-15,publisher-report,task-generation؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-llama-cpp-task-embedding,llama.cpp / llama-server — task-embedding,https://github.com/ggml-org/llama.cpp/blob/v0.4.1/tools/server/README.md,tools/server/README.md; matching lines 9,v0.4.1,2026-09-15,publisher-report,task-embedding؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-llama-cpp-task-reranking,llama.cpp / llama-server — task-reranking,https://github.com/ggml-org/llama.cpp/blob/v0.4.1/tools/server/README.md,"tools/server/README.md; matching lines 11, 211",v0.4.1,2026-09-15,publisher-report,task-reranking؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-llama-cpp-concurrency,llama.cpp / llama-server — concurrency,https://github.com/ggml-org/llama.cpp/blob/v0.4.1/tools/server/README.md,tools/server/README.md; matching lines 12,v0.4.1,2026-09-15,publisher-report,concurrency؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-llama-cpp-continuous-batching,llama.cpp / llama-server — continuous-batching,https://github.com/ggml-org/llama.cpp/blob/v0.4.1/tools/server/README.md,"tools/server/README.md; matching lines 13, 177",v0.4.1,2026-09-15,publisher-report,continuous-batching؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-llama-cpp-structured-output,llama.cpp / llama-server — structured-output,https://github.com/ggml-org/llama.cpp/blob/v0.4.1/tools/server/README.md,"tools/server/README.md; matching lines 16, 1316",v0.4.1,2026-09-15,publisher-report,structured-output؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-llama-cpp-tool-use,llama.cpp / llama-server — tool-use,https://github.com/ggml-org/llama.cpp/blob/v0.4.1/tools/server/README.md,"tools/server/README.md; matching lines 18, 1391, 1393",v0.4.1,2026-09-15,publisher-report,tool-use؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-llama-cpp-speculative-decoding,llama.cpp / llama-server — speculative-decoding,https://github.com/ggml-org/llama.cpp/blob/v0.4.1/tools/server/README.md,"tools/server/README.md; matching lines 19, 261, 262, 265, 266, 270, 271, 272, 273, 275, 276, 277",v0.4.1,2026-09-15,publisher-report,speculative-decoding؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-llama-cpp-monitoring,llama.cpp / llama-server — monitoring,https://github.com/ggml-org/llama.cpp/blob/v0.4.1/tools/server/README.md,tools/server/README.md; matching lines 15,v0.4.1,2026-09-15,publisher-report,monitoring؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-llama-cpp-kv-cache-offload,llama.cpp / llama-server — kv-cache-offload,https://github.com/ggml-org/llama.cpp/blob/v0.4.1/tools/server/README.md,tools/server/README.md; matching lines 68,v0.4.1,2026-09-15,publisher-report,kv-cache-offload؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-llama-cpp-cpu-gpu-offload,llama.cpp / llama-server — cpu-gpu-offload,https://github.com/ggml-org/llama.cpp/blob/v0.4.1/tools/server/README.md,"tools/server/README.md; matching lines 84, 269",v0.4.1,2026-09-15,publisher-report,cpu-gpu-offload؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-llama-cpp-metrics,llama.cpp / llama-server — metrics,https://github.com/ggml-org/llama.cpp/blob/v0.4.1/tools/server/README.md,"tools/server/README.md; matching lines 1122, 1789, 2081, 2104",v0.4.1,2026-09-15,publisher-report,metrics؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-llama-cpp-health-check,llama.cpp / llama-server — health-check,https://github.com/ggml-org/llama.cpp/blob/v0.4.1/tools/server/README.md,"tools/server/README.md; matching lines 470, 472, 2078",v0.4.1,2026-09-15,publisher-report,health-check؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-llama-cpp-authentication,llama.cpp / llama-server — authentication,https://github.com/ggml-org/llama.cpp/blob/v0.4.1/tools/server/README.md,"tools/server/README.md; matching lines 212, 213",v0.4.1,2026-09-15,publisher-report,authentication؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:api-llama-cpp-v1-chat-completions-chat,llama.cpp / llama-server — /v1/chat/completions,https://github.com/ggml-org/llama.cpp/blob/v0.4.1/tools/server/README.md,"tools/server/README.md; matching lines 734, 1308, 1324, 1371, 1445, 1447, 1553, 1775",v0.4.1,2026-09-15,publisher-report,/v1/chat/completions / chat؛ فقط همین endpoint و قابلیت.,تطابق کامل همهٔ پارامترها و رفتار API ادعا نشده؛ test قراردادی اجرا نشده است.
evidence:api-llama-cpp-v1-embeddings-embeddings,llama.cpp / llama-server — /v1/embeddings,https://github.com/ggml-org/llama.cpp/blob/v0.4.1/tools/server/README.md,"tools/server/README.md; matching lines 744, 938, 942, 946, 1504, 1517, 1530",v0.4.1,2026-09-15,publisher-report,/v1/embeddings / embeddings؛ فقط همین endpoint و قابلیت.,تطابق کامل همهٔ پارامترها و رفتار API ادعا نشده؛ test قراردادی اجرا نشده است.
evidence:api-llama-cpp-rerank-reranking,llama.cpp / llama-server — /rerank,https://github.com/ggml-org/llama.cpp/blob/v0.4.1/tools/server/README.md,"tools/server/README.md; matching lines 763, 765, 775, 776, 777, 782",v0.4.1,2026-09-15,publisher-report,/rerank / reranking؛ فقط همین endpoint و قابلیت.,تطابق کامل همهٔ پارامترها و رفتار API ادعا نشده؛ test قراردادی اجرا نشده است.
evidence:software-tensorrt-llm-task-generation,TensorRT-LLM — task-generation,https://github.com/NVIDIA/TensorRT-LLM/blob/v1.2.1/README.md,"README.md; matching lines 5, 222, 224, 231",v1.2.1,2026-09-15,publisher-report,task-generation؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-tensorrt-llm-continuous-batching,TensorRT-LLM — continuous-batching,https://github.com/NVIDIA/TensorRT-LLM/blob/v1.2.1/README.md,README.md; matching lines 231,v1.2.1,2026-09-15,publisher-report,continuous-batching؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-tensorrt-llm-multi-gpu-sharding,TensorRT-LLM — multi-gpu-sharding,https://github.com/NVIDIA/TensorRT-LLM/blob/v1.2.1/README.md,README.md; matching lines 233,v1.2.1,2026-09-15,publisher-report,multi-gpu-sharding؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-tensorrt-llm-speculative-decoding,TensorRT-LLM — speculative-decoding,https://github.com/NVIDIA/TensorRT-LLM/blob/v1.2.1/README.md,"README.md; matching lines 29, 103, 109, 231",v1.2.1,2026-09-15,publisher-report,speculative-decoding؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-tensorrt-llm-prefix-caching,TensorRT-LLM — prefix-caching,https://github.com/NVIDIA/TensorRT-LLM/blob/v1.2.1/README.md,README.md; matching lines 99,v1.2.1,2026-09-15,publisher-report,prefix-caching؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-triton-concurrency,Triton Inference Server — concurrency,https://github.com/triton-inference-server/server/blob/v2.72.0/README.md,README.md; matching lines 50,v2.72.0,2026-09-15,publisher-report,concurrency؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-triton-multi-model,Triton Inference Server — multi-model,https://github.com/triton-inference-server/server/blob/v2.72.0/README.md,README.md; matching lines 50,v2.72.0,2026-09-15,publisher-report,multi-model؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-triton-metrics,Triton Inference Server — metrics,https://github.com/triton-inference-server/server/blob/v2.72.0/README.md,README.md; matching lines 71,v2.72.0,2026-09-15,publisher-report,metrics؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-triton-monitoring,Triton Inference Server — monitoring,https://github.com/triton-inference-server/server/blob/v2.72.0/README.md,README.md; matching lines 71,v2.72.0,2026-09-15,publisher-report,monitoring؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-tei-task-embedding,Text Embeddings Inference (TEI) — task-embedding,https://github.com/huggingface/text-embeddings-inference/blob/v1.9.3/README.md,"README.md; matching lines 3, 12, 48, 67, 69, 97, 102, 146, 337, 383, 504, 533",v1.9.3,2026-09-15,publisher-report,task-embedding؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-tei-task-reranking,Text Embeddings Inference (TEI) — task-reranking,https://github.com/huggingface/text-embeddings-inference/blob/v1.9.3/README.md,"README.md; matching lines 37, 404",v1.9.3,2026-09-15,publisher-report,task-reranking؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-tei-task-classification,Text Embeddings Inference (TEI) — task-classification,https://github.com/huggingface/text-embeddings-inference/blob/v1.9.3/README.md,"README.md; matching lines 38, 430",v1.9.3,2026-09-15,publisher-report,task-classification؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-tei-metrics,Text Embeddings Inference (TEI) — metrics,https://github.com/huggingface/text-embeddings-inference/blob/v1.9.3/README.md,README.md; matching lines 61,v1.9.3,2026-09-15,publisher-report,metrics؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:software-tei-monitoring,Text Embeddings Inference (TEI) — monitoring,https://github.com/huggingface/text-embeddings-inference/blob/v1.9.3/README.md,README.md; matching lines 61,v1.9.3,2026-09-15,publisher-report,monitoring؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
evidence:api-tei-embed-embedding-vectors,Text Embeddings Inference (TEI) — /embed,https://github.com/huggingface/text-embeddings-inference/blob/v1.9.3/README.md,"README.md; matching lines 81, 126, 461, 464, 491",v1.9.3,2026-09-15,publisher-report,/embed / embedding vectors؛ فقط همین endpoint و قابلیت.,تطابق کامل همهٔ پارامترها و رفتار API ادعا نشده؛ test قراردادی اجرا نشده است.
evidence:api-tei-rerank-reranking-scores,Text Embeddings Inference (TEI) — /rerank,https://github.com/huggingface/text-embeddings-inference/blob/v1.9.3/README.md,README.md; matching lines 424,v1.9.3,2026-09-15,publisher-report,/rerank / reranking scores؛ فقط همین endpoint و قابلیت.,تطابق کامل همهٔ پارامترها و رفتار API ادعا نشده؛ test قراردادی اجرا نشده است.
evidence:api-tei-predict-sequence-classification,Text Embeddings Inference (TEI) — /predict,https://github.com/huggingface/text-embeddings-inference/blob/v1.9.3/README.md,README.md; matching lines 444,v1.9.3,2026-09-15,publisher-report,/predict / sequence classification؛ فقط همین endpoint و قابلیت.,تطابق کامل همهٔ پارامترها و رفتار API ادعا نشده؛ test قراردادی اجرا نشده است.
evidence:software-airllm-layer-wise-loading,AirLLM — layer-wise-loading,https://github.com/lyogavin/airllm/blob/v4.0.0/README.md,"README.md; matching lines 32, 34, 38, 101, 144, 177, 286, 303",v4.0.0,2026-09-15,publisher-report,layer-wise-loading؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,کمبود VRAM با بارگذاری لایه‌ای جبران می‌شود؛ RAM، فضای دیسک و I/O حذف نمی‌شوند. | عدد حافظهٔ تیتر README حداقل عمومی برای هر مدل یا تضمین نرخ توکن نیست.
evidence:software-airllm-task-generation,AirLLM — task-generation,https://github.com/lyogavin/airllm/blob/v4.0.0/README.md,"README.md; matching lines 131, 219, 239, 262",v4.0.0,2026-09-15,publisher-report,task-generation؛ اعلام مستندات همین نسخه در دامنهٔ نقش ثبت‌شده.,پشتیبانی برای همهٔ مدل‌ها، کوانتیزه‌ها، سیستم‌عامل‌ها و backendها یکسان فرض نمی‌شود.
